MES,PRODUTO,NUMERO_DE_POSTOS_PESQUISADOS,UNIDADE_DE_MEDIDA,PRECO_MEDIO_REVENDA,DESVIO_PADRAO_REVENDA,PRECO_MINIMO_REVENDA,PRECO_MAXIMO_REVENDA,MARGEM_MEDIA_REVENDA,COEF_DE_VARIACAO_REVENDA,PRECO_MEDIO_DISTRIBUICAO,DESVIO_PADRAO_DISTRIBUICAO,PRECO_MINIMO_DISTRIBUICAO,PRECO_MAXIMO_DISTRIBUICAO,COEF_DE_VARIACAO_DISTRIBUICAO
2006-05-31,OLEO_DIESEL,47372,R$/l,1.886,0.098,1.589,2.680,0.191,0.052,1.695,0.066,1.165,2.163,0.039
2006-06-30,OLEO_DIESEL,41082,R$/l,1.883,0.097,1.660,2.580,0.190,0.052,1.693,0.065,1.510,2.166,0.038
2006-07-31,OLEO_DIESEL,41567,R$/l,1.883,0.099,1.659,2.580,0.190,0.053,1.693,0.065,1.425,2.160,0.038
2006-08-31,OLEO_DIESEL,46192,R$/l,1.882,0.097,1.679,2.580,0.188,0.052,1.694,0.065,1.425,2.169,0.038
2006-09-30,OLEO_DIESEL,35684,R$/l,1.880,0.098,1.630,2.580,0.182,0.052,1.698,0.066,1.425,2.169,0.039
2006-10-31,OLEO_DIESEL,34528,R$/l,1.879,0.099,1.660,2.580,0.182,0.053,1.697,0.066,1.427,2.169,0.039
2006-11-30,OLEO_DIESEL,33711,R$/l,1.879,0.097,1.649,2.580,0.183,0.052,1.696,0.065,1.425,2.169,0.038
2006-12-31,OLEO_DIESEL,30233,R$/l,1.878,0.098,1.660,2.580,0.182,0.052,1.696,0.067,1.425,2.169,0.040
2007-01-31,OLEO_DIESEL,40045,R$/l,1.878,0.098,1.650,2.700,0.181,0.052,1.697,0.066,1.425,2.170,0.039
2007-02-28,OLEO_DIESEL,33628,R$/l,1.877,0.097,1.650,2.580,0.180,0.052,1.697,0.066,1.415,2.215,0.039
2007-03-31,OLEO_DIESEL,33835,R$/l,1.878,0.098,1.630,2.580,0.182,0.052,1.696,0.066,1.222,2.172,0.039
2007-04-30,OLEO_DIESEL,34732,R$/l,1.879,0.097,1.620,2.580,0.184,0.052,1.695,0.066,1.415,2.172,0.039
2007-05-31,OLEO_DIESEL,40734,R$/l,1.877,0.095,1.649,2.580,0.182,0.051,1.695,0.064,1.415,2.157,0.038
2007-06-30,OLEO_DIESEL,30949,R$/l,1.875,0.095,1.649,2.580,0.180,0.051,1.695,0.064,1.425,2.158,0.038
2007-07-31,OLEO_DIESEL,35057,R$/l,1.873,0.093,1.659,2.580,0.178,0.050,1.695,0.063,1.425,2.158,0.037
2007-08-31,OLEO_DIESEL,28489,R$/l,1.875,0.094,1.640,2.580,0.180,0.050,1.695,0.062,1.425,2.221,0.037
2007-09-30,OLEO_DIESEL,21320,R$/l,1.873,0.095,1.656,2.580,0.178,0.051,1.695,0.060,1.425,2.158,0.035
2007-10-31,OLEO_DIESEL,27815,R$/l,1.872,0.093,1.629,2.500,0.176,0.050,1.696,0.058,1.425,2.039,0.034
2007-11-30,OLEO_DIESEL,22113,R$/l,1.876,0.096,1.670,2.580,0.176,0.051,1.700,0.061,1.425,2.160,0.036
2007-12-31,OLEO_DIESEL,24777,R$/l,1.880,0.099,1.658,2.580,0.176,0.053,1.704,0.063,1.425,2.165,0.037
2008-01-31,OLEO_DIESEL,33019,R$/l,1.891,0.093,1.667,2.580,0.174,0.049,1.717,0.060,1.425,2.181,0.035
2008-02-28,OLEO_DIESEL,29865,R$/l,1.894,0.094,1.690,2.580,0.173,0.050,1.721,0.062,1.580,2.184,0.036
2008-03-31,OLEO_DIESEL,29945,R$/l,1.895,0.095,1.677,2.580,0.174,0.050,1.721,0.062,1.580,2.206,0.036
2008-04-30,OLEO_DIESEL,37337,R$/l,1.896,0.095,1.690,2.580,0.174,0.050,1.722,0.063,1.559,2.208,0.037
2008-05-31,OLEO_DIESEL,29709,R$/l,2.059,0.101,1.740,2.750,0.221,0.049,1.838,0.090,1.593,2.373,0.049
2008-06-30,OLEO_DIESEL,29860,R$/l,2.068,0.095,1.729,2.750,0.196,0.046,1.872,0.066,1.590,2.294,0.035
2008-07-31,OLEO_DIESEL,37275,R$/l,2.107,0.094,1.849,2.750,0.199,0.045,1.908,0.067,1.640,2.331,0.035
2008-08-31,OLEO_DIESEL,29743,R$/l,2.120,0.092,1.850,2.758,0.194,0.043,1.926,0.063,1.710,2.352,0.033
2008-09-30,OLEO_DIESEL,29865,R$/l,2.122,0.092,1.850,2.790,0.196,0.043,1.926,0.064,1.603,2.332,0.033
2008-10-31,OLEO_DIESEL,37320,R$/l,2.123,0.093,1.839,2.790,0.196,0.044,1.927,0.064,1.715,2.370,0.033
2008-11-30,OLEO_DIESEL,29945,R$/l,2.125,0.093,1.869,2.790,0.197,0.044,1.928,0.064,1.715,2.333,0.033
2008-12-31,OLEO_DIESEL,37354,R$/l,2.126,0.095,1.789,2.790,0.200,0.045,1.926,0.064,1.761,2.500,0.033
2009-01-31,OLEO_DIESEL,29693,R$/l,2.125,0.095,1.890,2.790,0.197,0.045,1.928,0.065,1.770,2.500,0.034
2009-02-28,OLEO_DIESEL,29652,R$/l,2.126,0.095,1.899,2.980,0.200,0.045,1.926,0.066,1.780,2.403,0.034
2009-03-31,OLEO_DIESEL,34806,R$/l,2.125,0.095,1.899,2.790,0.202,0.045,1.923,0.067,1.770,2.361,0.035
2009-04-30,OLEO_DIESEL,32146,R$/l,2.123,0.094,1.849,2.790,0.203,0.044,1.920,0.067,1.770,2.364,0.035
2009-05-31,OLEO_DIESEL,29821,R$/l,2.122,0.095,1.900,2.790,0.204,0.045,1.918,0.069,1.750,2.373,0.036
2009-06-30,OLEO_DIESEL,34408,R$/l,2.078,0.115,1.780,2.790,0.229,0.055,1.849,0.106,1.600,2.373,0.057
2009-07-31,OLEO_DIESEL,32999,R$/l,2.016,0.107,1.769,2.750,0.243,0.053,1.773,0.081,1.600,2.340,0.046
2009-08-31,OLEO_DIESEL,15526,R$/l,2.009,0.108,1.499,2.750,0.239,0.054,1.770,0.079,0.956,2.318,0.045
2009-09-30,OLEO_DIESEL,14919,R$/l,1.998,0.111,1.199,2.750,0.234,0.056,1.764,0.084,0.876,2.263,0.048
2009-10-31,OLEO_DIESEL,22354,R$/l,2.000,0.112,1.490,2.890,0.238,0.056,1.762,0.080,1.090,2.265,0.045
2009-11-30,OLEO_DIESEL,26935,R$/l,2.002,0.112,1.229,2.890,0.240,0.056,1.762,0.079,1.050,2.298,0.045
2009-12-31,OLEO_DIESEL,30393,R$/l,1.999,0.108,1.030,2.750,0.238,0.054,1.761,0.075,1.175,2.268,0.043
2010-01-31,OLEO_DIESEL,26486,R$/l,2.005,0.105,1.699,2.750,0.234,0.052,1.771,0.072,1.231,2.190,0.041
2010-02-28,OLEO_DIESEL,27870,R$/l,2.008,0.108,1.500,2.750,0.234,0.054,1.774,0.071,1.331,2.234,0.040
2010-03-31,OLEO_DIESEL,36314,R$/l,2.007,0.109,1.449,2.750,0.233,0.054,1.774,0.070,1.208,2.218,0.039
2010-04-30,OLEO_DIESEL,29421,R$/l,2.005,0.109,1.690,2.820,0.232,0.054,1.773,0.070,1.355,2.179,0.039
2010-05-31,OLEO_DIESEL,30691,R$/l,2.003,0.111,1.650,2.750,0.232,0.055,1.771,0.070,1.310,2.224,0.040
2010-06-30,OLEO_DIESEL,35460,R$/l,2.002,0.109,1.599,2.750,0.232,0.054,1.770,0.070,1.242,2.141,0.040
2010-07-31,OLEO_DIESEL,29483,R$/l,2.002,0.110,1.699,2.829,0.232,0.055,1.770,0.070,1.304,2.150,0.040
2010-08-31,OLEO_DIESEL,34884,R$/l,1.999,0.109,1.448,2.750,0.232,0.055,1.767,0.068,1.324,2.085,0.038
2010-09-30,OLEO_DIESEL,31537,R$/l,1.998,0.110,1.648,2.750,0.230,0.055,1.768,0.071,1.470,2.085,0.040
2010-10-31,OLEO_DIESEL,29592,R$/l,2.000,0.109,1.699,2.750,0.233,0.055,1.767,0.073,1.222,2.212,0.041
2010-11-30,OLEO_DIESEL,36262,R$/l,2.000,0.110,1.580,2.750,0.236,0.055,1.764,0.075,1.185,2.213,0.043
2010-12-31,OLEO_DIESEL,30196,R$/l,2.000,0.111,1.699,2.750,0.237,0.056,1.763,0.076,1.201,2.237,0.043
2011-01-31,OLEO_DIESEL,33045,R$/l,2.009,0.112,1.690,2.720,0.231,0.056,1.778,0.078,1.576,2.212,0.044
2011-02-28,OLEO_DIESEL,26021,R$/l,2.016,0.108,1.449,2.880,0.229,0.054,1.787,0.073,1.517,2.300,0.041
2011-03-31,OLEO_DIESEL,37149,R$/l,2.025,0.111,1.699,2.820,0.235,0.055,1.790,0.077,1.195,2.300,0.043
2011-04-30,OLEO_DIESEL,29725,R$/l,2.032,0.114,1.020,2.826,0.241,0.056,1.791,0.080,1.230,2.330,0.045
2011-05-31,OLEO_DIESEL,35021,R$/l,2.030,0.112,1.699,2.980,0.241,0.055,1.789,0.078,1.420,2.330,0.044
2011-06-30,OLEO_DIESEL,31996,R$/l,2.026,0.114,1.730,2.890,0.240,0.056,1.786,0.080,1.173,2.330,0.045
2011-07-31,OLEO_DIESEL,29864,R$/l,2.028,0.112,1.699,2.790,0.238,0.055,1.790,0.079,1.438,2.280,0.044
2011-08-31,OLEO_DIESEL,36762,R$/l,2.027,0.112,1.729,2.800,0.236,0.055,1.791,0.078,1.540,2.359,0.044
2011-09-30,OLEO_DIESEL,30239,R$/l,2.027,0.113,1.749,2.800,0.237,0.056,1.790,0.080,1.540,2.379,0.045
2011-10-31,OLEO_DIESEL,33252,R$/l,2.029,0.114,1.699,2.799,0.231,0.056,1.798,0.083,1.607,2.389,0.046
2011-11-30,OLEO_DIESEL,33404,R$/l,2.030,0.113,1.749,2.810,0.229,0.056,1.801,0.081,1.564,2.389,0.045
2011-12-31,OLEO_DIESEL,29780,R$/l,2.032,0.113,1.749,2.799,0.227,0.056,1.805,0.083,1.481,2.351,0.046
2012-01-31,OLEO_DIESEL,35300,R$/l,2.038,0.112,1.700,2.800,0.224,0.055,1.814,0.082,1.519,2.257,0.045
2012-02-28,OLEO_DIESEL,30884,R$/l,2.040,0.115,1.669,2.800,0.223,0.056,1.817,0.085,1.181,2.373,0.047
2012-03-31,OLEO_DIESEL,30022,R$/l,2.042,0.113,1.680,2.949,0.224,0.055,1.818,0.084,1.029,2.359,0.046
2012-04-30,OLEO_DIESEL,30078,R$/l,2.045,0.112,1.680,2.800,0.228,0.055,1.817,0.085,1.481,2.390,0.047
2012-05-31,OLEO_DIESEL,36387,R$/l,2.045,0.113,1.739,2.790,0.231,0.055,1.814,0.087,1.418,2.390,0.048
2012-06-30,OLEO_DIESEL,29404,R$/l,2.045,0.113,1.729,2.800,0.234,0.055,1.811,0.087,1.301,2.353,0.048
2012-07-31,OLEO_DIESEL,33338,R$/l,2.076,0.118,1.739,2.940,0.236,0.057,1.840,0.093,1.299,2.367,0.051
2012-08-31,OLEO_DIESEL,32239,R$/l,2.131,0.112,1.797,2.950,0.233,0.053,1.898,0.083,1.512,2.397,0.044
2012-09-30,OLEO_DIESEL,28844,R$/l,2.136,0.111,1.790,2.950,0.232,0.052,1.904,0.083,1.639,2.437,0.044
2012-10-31,OLEO_DIESEL,35122,R$/l,2.145,0.112,1.799,2.950,0.227,0.052,1.918,0.085,1.650,2.570,0.044
2012-11-30,OLEO_DIESEL,29152,R$/l,2.148,0.113,1.800,2.950,0.223,0.053,1.925,0.084,1.638,2.570,0.044
2012-12-31,OLEO_DIESEL,29334,R$/l,2.151,0.112,1.869,2.950,0.224,0.052,1.927,0.081,1.660,2.570,0.042
2012-12-31,DIESEL_S10,100,R$/l,2.226,0.070,2.039,2.399,0.241,0.031,1.985,0.029,1.939,2.112,0.015
2013-01-31,ETANOL_HIDRATADO,39584,R$/l,1.956,0.244,1.479,3.120,0.266,0.125,1.690,0.222,1.220,2.475,0.131
2013-01-31,GASOLINA,41990,R$/l,2.763,0.148,2.229,3.899,0.386,0.054,2.377,0.109,2.080,2.895,0.046
2013-01-31,GLP,39597,R$/13kg,40.164,3.964,26.000,62.000,10.310,0.099,29.854,4.462,15.000,45.000,0.149
2013-01-31,GNV,2401,R$/m3,1.764,0.171,1.379,2.599,0.407,0.097,1.357,0.154,0.835,1.913,0.113
2013-01-31,OLEO_DIESEL,32749,R$/l,2.156,0.114,1.869,2.950,0.230,0.053,1.926,0.080,1.398,2.570,0.042
2013-01-31,DIESEL_S10,4741,R$/l,2.235,0.108,1.990,2.950,0.245,0.048,1.990,0.073,1.800,2.470,0.037
2013-02-28,ETANOL_HIDRATADO,32571,R$/l,2.000,0.239,1.480,3.150,0.267,0.120,1.733,0.217,1.300,2.601,0.125
2013-02-28,GASOLINA,34665,R$/l,2.887,0.146,2.390,3.899,0.424,0.051,2.463,0.106,2.095,2.965,0.043
2013-02-28,GLP,32171,R$/13kg,40.414,3.976,26.000,62.000,10.528,0.098,29.886,4.503,14.663,45.000,0.151
2013-02-28,GNV,2035,R$/m3,1.770,0.165,1.399,2.599,0.432,0.093,1.338,0.149,0.837,1.896,0.111
2013-02-28,OLEO_DIESEL,26615,R$/l,2.252,0.114,1.949,2.980,0.263,0.051,1.989,0.086,1.475,2.570,0.043
2013-02-28,DIESEL_S10,6671,R$/l,2.330,0.116,2.059,3.050,0.267,0.050,2.063,0.086,1.796,2.554,0.042
2013-03-31,ETANOL_HIDRATADO,32591,R$/l,2.058,0.230,1.580,3.150,0.254,0.112,1.804,0.210,1.298,2.659,0.116
2013-03-31,GASOLINA,34663,R$/l,2.886,0.148,2.440,3.939,0.401,0.051,2.485,0.104,2.125,2.944,0.042
2013-03-31,GLP,32061,R$/13kg,40.513,4.031,26.000,62.000,10.528,0.099,29.985,4.622,14.660,45.000,0.154
2013-03-31,GNV,2043,R$/m3,1.776,0.165,1.399,2.599,0.424,0.093,1.352,0.152,0.952,2.222,0.112
2013-03-31,OLEO_DIESEL,26438,R$/l,2.301,0.118,1.949,2.990,0.264,0.051,2.037,0.087,1.680,2.602,0.043
2013-03-31,DIESEL_S10,7374,R$/l,2.388,0.125,2.029,3.050,0.268,0.052,2.120,0.090,1.889,2.570,0.042
2013-04-30,ETANOL_HIDRATADO,36797,R$/l,2.064,0.238,1.580,3.160,0.262,0.115,1.802,0.220,1.300,2.660,0.122
2013-04-30,GASOLINA,39290,R$/l,2.876,0.152,2.390,3.939,0.397,0.053,2.479,0.103,2.078,2.950,0.042
2013-04-30,GLP,35620,R$/13kg,40.743,4.123,27.000,62.000,10.821,0.101,29.922,4.567,14.660,45.000,0.153
2013-04-30,GNV,2435,R$/m3,1.784,0.167,1.399,2.599,0.411,0.094,1.373,0.165,0.952,2.222,0.120
2013-04-30,OLEO_DIESEL,29656,R$/l,2.332,0.114,1.899,3.020,0.272,0.049,2.060,0.084,1.638,2.690,0.041
2013-04-30,DIESEL_S10,9488,R$/l,2.426,0.123,2.150,3.100,0.268,0.051,2.158,0.090,1.710,2.638,0.042
2013-05-31,ETANOL_HIDRATADO,36036,R$/l,2.029,0.261,1.389,3.160,0.301,0.129,1.728,0.265,1.235,2.660,0.153
2013-05-31,GASOLINA,38624,R$/l,2.862,0.160,2.329,3.929,0.396,0.056,2.466,0.111,2.100,2.980,0.045
2013-05-31,GLP,36658,R$/13kg,40.899,4.173,27.000,62.000,10.937,0.102,29.962,4.706,15.870,45.000,0.157
2013-05-31,GNV,2215,R$/m3,1.777,0.159,1.379,2.599,0.415,0.089,1.362,0.157,0.952,1.872,0.115
2013-05-31,OLEO_DIESEL,28753,R$/l,2.333,0.114,1.969,3.060,0.274,0.049,2.059,0.082,1.650,2.607,0.040
2013-05-31,DIESEL_S10,10113,R$/l,2.430,0.122,2.049,3.100,0.271,0.050,2.159,0.088,1.874,2.653,0.041
2013-06-30,OLEO_DIESEL,25620,R$/l,2.333,0.115,1.949,3.060,0.277,0.049,2.056,0.081,1.750,2.607,0.039
2013-06-30,DIESEL_S10,9446,R$/l,2.432,0.121,2.140,3.100,0.268,0.050,2.164,0.080,1.925,2.678,0.037
2013-06-30,ETANOL_HIDRATADO,32257,R$/l,1.943,0.297,1.290,3.160,0.329,0.153,1.614,0.285,1.159,2.501,0.177
2013-06-30,GASOLINA,34590,R$/l,2.848,0.168,2.309,3.699,0.400,0.059,2.448,0.113,2.120,2.971,0.046
2013-06-30,GLP,32093,R$/13kg,40.908,4.189,27.000,62.000,10.887,0.102,30.021,4.644,15.870,45.000,0.155
2013-06-30,GNV,2071,R$/m3,1.786,0.164,1.350,2.799,0.423,0.092,1.363,0.162,0.952,2.221,0.119
2013-07-31,OLEO_DIESEL,31274,R$/l,2.333,0.115,1.969,3.060,0.278,0.049,2.055,0.082,1.700,2.650,0.040
2013-07-31,DIESEL_S10,12136,R$/l,2.431,0.120,2.029,3.100,0.270,0.049,2.161,0.081,1.889,2.734,0.037
2013-07-31,ETANOL_HIDRATADO,39298,R$/l,1.918,0.301,1.290,3.120,0.303,0.157,1.615,0.267,1.159,2.501,0.165
2013-07-31,GASOLINA,42206,R$/l,2.839,0.170,2.255,3.699,0.397,0.060,2.442,0.115,2.082,2.950,0.047
2013-07-31,GLP,38175,R$/13kg,40.899,4.237,27.000,62.000,10.699,0.104,30.200,4.645,14.660,45.000,0.154
2013-07-31,GNV,2512,R$/m3,1.792,0.163,1.379,2.799,0.412,0.091,1.380,0.165,0.938,1.949,0.120
2013-08-31,OLEO_DIESEL,26091,R$/l,2.331,0.115,1.989,3.060,0.281,0.049,2.050,0.083,1.752,2.656,0.040
2013-08-31,DIESEL_S10,10755,R$/l,2.430,0.120,2.179,3.150,0.271,0.049,2.159,0.082,1.911,2.678,0.038
2013-08-31,ETANOL_HIDRATADO,33169,R$/l,1.902,0.303,1.259,3.120,0.325,0.159,1.577,0.275,1.154,2.396,0.174
2013-08-31,GASOLINA,35609,R$/l,2.835,0.169,2.349,3.699,0.401,0.060,2.434,0.117,2.082,2.950,0.048
2013-08-31,GLP,33888,R$/13kg,40.975,4.248,27.000,62.000,10.958,0.104,30.017,4.853,14.660,45.000,0.162
2013-08-31,GNV,2135,R$/m3,1.785,0.170,1.399,2.799,0.403,0.095,1.382,0.164,0.930,1.949,0.119
2013-09-30,OLEO_DIESEL,27230,R$/l,2.331,0.116,1.989,3.060,0.280,0.050,2.051,0.083,1.720,2.656,0.040
2013-09-30,DIESEL_S10,12131,R$/l,2.430,0.119,2.176,3.150,0.271,0.049,2.159,0.082,1.923,2.674,0.038
2013-09-30,ETANOL_HIDRATADO,34648,R$/l,1.895,0.302,1.279,3.020,0.310,0.159,1.585,0.258,1.184,2.515,0.163
2013-09-30,GASOLINA,37335,R$/l,2.834,0.168,2.370,3.699,0.400,0.059,2.434,0.116,2.025,2.942,0.048
2013-09-30,GLP,33009,R$/13kg,41.532,4.391,26.000,62.000,11.579,0.106,29.953,5.039,14.660,45.000,0.168
2013-09-30,GNV,2236,R$/m3,1.787,0.177,1.399,2.699,0.413,0.099,1.374,0.184,1.000,2.265,0.134
2013-10-31,OLEO_DIESEL,29298,R$/l,2.332,0.117,1.949,3.060,0.283,0.050,2.049,0.084,1.480,2.656,0.041
2013-10-31,DIESEL_S10,13591,R$/l,2.428,0.120,1.938,3.150,0.272,0.049,2.156,0.085,1.966,2.674,0.039
2013-10-31,ETANOL_HIDRATADO,37563,R$/l,1.914,0.289,1.396,2.999,0.289,0.151,1.625,0.239,1.219,2.456,0.147
2013-10-31,GASOLINA,40480,R$/l,2.834,0.169,2.350,3.699,0.392,0.060,2.442,0.115,2.025,2.972,0.047
2013-10-31,GLP,38944,R$/13kg,42.112,4.323,26.000,62.000,11.894,0.103,30.218,5.192,14.660,45.000,0.172
2013-10-31,GNV,2461,R$/m3,1.790,0.180,1.389,2.699,0.413,0.101,1.377,0.188,1.011,2.265,0.137
2013-11-30,OLEO_DIESEL,24764,R$/l,2.332,0.117,1.989,3.060,0.282,0.050,2.050,0.083,1.720,2.656,0.040
2013-11-30,DIESEL_S10,11969,R$/l,2.428,0.121,2.026,3.100,0.272,0.050,2.156,0.083,1.908,2.675,0.038
2013-11-30,ETANOL_HIDRATADO,32090,R$/l,1.932,0.282,1.379,2.999,0.292,0.146,1.640,0.232,1.230,2.416,0.141
2013-11-30,GASOLINA,34574,R$/l,2.841,0.166,2.330,3.990,0.395,0.058,2.446,0.115,2.025,2.961,0.047
2013-11-30,GLP,31958,R$/13kg,42.337,4.390,28.000,62.000,11.988,0.104,30.349,5.233,15.930,45.000,0.172
2013-11-30,GNV,2072,R$/m3,1.792,0.181,1.389,2.699,0.414,0.101,1.378,0.188,1.011,2.265,0.136
2013-12-31,OLEO_DIESEL,28394,R$/l,2.466,0.126,2.036,3.270,0.322,0.051,2.144,0.100,1.720,2.779,0.047
2013-12-31,DIESEL_S10,14626,R$/l,2.570,0.131,2.159,3.390,0.310,0.051,2.260,0.103,1.924,2.808,0.046
2013-12-31,ETANOL_HIDRATADO,36734,R$/l,2.022,0.252,1.579,3.028,0.294,0.125,1.728,0.216,1.297,2.437,0.125
2013-12-31,GASOLINA,39688,R$/l,2.946,0.155,2.419,4.079,0.426,0.053,2.520,0.114,2.131,3.037,0.045
2013-12-31,GLP,35736,R$/13kg,42.444,4.338,27.000,62.000,11.952,0.102,30.492,5.073,14.663,45.190,0.166
2013-12-31,GNV,2301,R$/m3,1.812,0.207,1.349,2.890,0.434,0.114,1.378,0.189,1.011,2.265,0.137
2014-01-31,OLEO_DIESEL,26880,R$/l,2.485,0.126,2.099,3.310,0.295,0.051,2.190,0.090,1.881,2.850,0.041
2014-01-31,DIESEL_S10,14469,R$/l,2.590,0.128,2.245,3.390,0.286,0.049,2.304,0.085,1.989,2.900,0.037
2014-01-31,ETANOL_HIDRATADO,35088,R$/l,2.047,0.249,1.555,3.020,0.277,0.122,1.770,0.215,1.298,2.481,0.121
2014-01-31,GASOLINA,38021,R$/l,2.956,0.156,2.528,4.099,0.405,0.053,2.551,0.109,2.200,3.062,0.043
2014-01-31,GLP,36128,R$/13kg,42.484,4.378,27.000,65.000,11.945,0.103,30.539,5.321,14.663,53.000,0.174
2014-01-31,GNV,2345,R$/m3,1.825,0.204,1.339,2.899,0.424,0.112,1.401,0.182,1.031,1.995,0.130
2014-02-28,OLEO_DIESEL,24397,R$/l,2.491,0.126,2.149,3.310,0.294,0.051,2.197,0.089,1.904,2.962,0.041
2014-02-28,DIESEL_S10,13688,R$/l,2.596,0.127,2.250,3.390,0.280,0.049,2.316,0.087,1.934,3.071,0.038
2014-02-28,ETANOL_HIDRATADO,31777,R$/l,2.074,0.242,1.599,3.150,0.270,0.117,1.804,0.215,1.450,2.553,0.119
2014-02-28,GASOLINA,34536,R$/l,2.955,0.158,2.499,4.159,0.395,0.053,2.560,0.113,2.224,3.306,0.044
2014-02-28,GLP,31905,R$/13kg,42.613,4.420,28.000,65.000,12.031,0.104,30.582,5.227,14.324,53.000,0.171
2014-02-28,GNV,2108,R$/m3,1.830,0.203,1.399,2.899,0.422,0.111,1.408,0.178,1.031,2.042,0.126
2014-03-31,OLEO_DIESEL,25621,R$/l,2.497,0.126,2.145,3.310,0.298,0.050,2.199,0.091,1.950,2.881,0.041
2014-03-31,DIESEL_S10,15498,R$/l,2.601,0.125,2.253,3.390,0.291,0.048,2.310,0.085,2.116,2.929,0.037
2014-03-31,ETANOL_HIDRATADO,33549,R$/l,2.168,0.222,1.769,3.150,0.270,0.102,1.898,0.202,1.512,2.678,0.106
2014-03-31,GASOLINA,36567,R$/l,2.980,0.150,2.499,4.159,0.395,0.050,2.585,0.108,2.212,3.105,0.042
2014-03-31,GLP,33383,R$/13kg,42.631,4.440,28.000,70.000,12.152,0.104,30.479,5.149,14.663,53.000,0.169
2014-03-31,GNV,2238,R$/m3,1.841,0.209,1.399,2.899,0.407,0.114,1.434,0.195,1.039,2.315,0.136
2014-04-30,OLEO_DIESEL,28234,R$/l,2.502,0.129,2.120,3.310,0.303,0.052,2.199,0.094,1.806,2.881,0.043
2014-04-30,DIESEL_S10,18171,R$/l,2.608,0.126,2.299,3.390,0.296,0.048,2.312,0.088,2.068,2.929,0.038
2014-04-30,ETANOL_HIDRATADO,37283,R$/l,2.177,0.240,1.499,3.170,0.294,0.110,1.883,0.230,1.356,2.741,0.122
2014-04-30,GASOLINA,40925,R$/l,2.988,0.152,2.490,4.159,0.394,0.051,2.594,0.106,2.213,3.200,0.041
2014-04-30,GLP,38192,R$/13kg,42.672,4.464,29.000,65.000,12.221,0.105,30.451,5.466,14.200,53.000,0.180
2014-04-30,GNV,2550,R$/m3,1.859,0.213,1.399,2.899,0.427,0.115,1.432,0.189,1.039,1.995,0.132
2014-05-31,OLEO_DIESEL,23865,R$/l,2.500,0.129,2.150,3.310,0.301,0.052,2.199,0.095,1.896,2.881,0.043
2014-05-31,DIESEL_S10,15424,R$/l,2.609,0.128,2.279,3.390,0.297,0.049,2.312,0.092,2.023,2.957,0.040
2014-05-31,ETANOL_HIDRATADO,31337,R$/l,2.134,0.267,1.510,3.170,0.333,0.125,1.801,0.273,1.300,2.741,0.152
2014-05-31,GASOLINA,34438,R$/l,2.978,0.157,2.100,4.159,0.389,0.053,2.589,0.109,2.270,3.163,0.042
2014-05-31,GLP,31804,R$/13kg,42.664,4.612,29.900,65.000,12.319,0.108,30.345,5.673,16.240,55.000,0.187
2014-05-31,GNV,2092,R$/m3,1.871,0.213,1.399,2.699,0.451,0.114,1.420,0.179,1.090,2.042,0.126
2014-06-30,OLEO_DIESEL,25010,R$/l,2.500,0.128,2.149,3.310,0.304,0.051,2.196,0.094,1.880,2.881,0.043
2014-06-30,DIESEL_S10,16913,R$/l,2.609,0.127,2.299,3.400,0.295,0.049,2.314,0.090,1.950,2.975,0.039
2014-06-30,ETANOL_HIDRATADO,33237,R$/l,2.071,0.294,1.549,3.170,0.341,0.142,1.730,0.276,1.342,2.741,0.160
2014-06-30,GASOLINA,36480,R$/l,2.966,0.163,2.499,4.159,0.393,0.055,2.573,0.110,2.250,3.163,0.043
2014-06-30,GLP,32784,R$/13kg,42.692,4.650,29.900,65.000,12.273,0.109,30.419,5.738,14.663,55.000,0.189
2014-06-30,GNV,2222,R$/m3,1.888,0.209,1.399,2.699,0.448,0.111,1.440,0.184,1.092,2.042,0.128
2014-07-31,OLEO_DIESEL,27942,R$/l,2.499,0.130,2.150,3.310,0.303,0.052,2.196,0.094,1.880,2.769,0.043
2014-07-31,DIESEL_S10,19379,R$/l,2.610,0.128,2.299,3.400,0.292,0.049,2.318,0.090,1.950,2.883,0.039
2014-07-31,ETANOL_HIDRATADO,37356,R$/l,2.042,0.299,1.559,3.200,0.319,0.146,1.723,0.260,1.359,2.629,0.151
2014-07-31,GASOLINA,40985,R$/l,2.957,0.171,2.488,4.169,0.393,0.058,2.564,0.113,2.230,3.167,0.044
2014-07-31,GLP,38671,R$/13kg,42.657,4.712,28.000,65.000,12.324,0.110,30.333,5.874,14.660,55.000,0.194
2014-07-31,GNV,2546,R$/m3,1.892,0.191,1.399,2.799,0.455,0.101,1.437,0.188,1.073,2.042,0.131
2014-08-31,OLEO_DIESEL,23265,R$/l,2.501,0.130,2.150,3.310,0.296,0.052,2.205,0.095,1.991,2.769,0.043
2014-08-31,DIESEL_S10,16759,R$/l,2.633,0.128,2.216,3.400,0.295,0.049,2.338,0.090,2.103,2.883,0.038
2014-08-31,ETANOL_HIDRATADO,31294,R$/l,2.034,0.302,1.559,3.200,0.318,0.148,1.716,0.263,1.360,2.663,0.153
2014-08-31,GASOLINA,34448,R$/l,2.960,0.169,2.488,4.169,0.399,0.057,2.561,0.113,2.240,3.153,0.044
2014-08-31,GLP,31735,R$/13kg,42.638,4.683,28.000,65.000,12.178,0.110,30.460,5.809,14.660,55.000,0.191
