MES,PRODUTO,NUMERO_DE_POSTOS_PESQUISADOS,UNIDADE_DE_MEDIDA,PRECO_MEDIO_REVENDA,DESVIO_PADRAO_REVENDA,PRECO_MINIMO_REVENDA,PRECO_MAXIMO_REVENDA,MARGEM_MEDIA_REVENDA,COEF_DE_VARIACAO_REVENDA,PRECO_MEDIO_DISTRIBUICAO,DESVIO_PADRAO_DISTRIBUICAO,PRECO_MINIMO_DISTRIBUICAO,PRECO_MAXIMO_DISTRIBUICAO,COEF_DE_VARIACAO_DISTRIBUICAO
15-12-2013,ETANOL_HIDRATADO,36734,R$/l,2.022,0.252,1.579,3.028,0.294,0.125,1.728,0.216,1.297,2.437,0.125
15-12-2013,GASOLINA_COMUM,39688,R$/l,2.946,0.155,2.419,4.079,0.426,0.053,2.520,0.114,2.131,3.037,0.045
15-12-2013,GLP,35736,R$/13kg,42.444,4.338,27.000,62.000,11.952,0.102,30.492,5.073,14.663,45.190,0.166
15-12-2013,GNV,2301,R$/m3,1.812,0.207,1.349,2.890,0.434,0.114,1.378,0.189,1.011,2.265,0.137
15-01-2014,DIESEL,26880,R$/l,2.485,0.126,2.099,3.310,0.295,0.051,2.190,0.090,1.881,2.850,0.041
15-01-2014,DIESEL_S10,14469,R$/l,2.590,0.128,2.245,3.390,0.286,0.049,2.304,0.085,1.989,2.900,0.037
15-01-2014,ETANOL_HIDRATADO,35088,R$/l,2.047,0.249,1.555,3.020,0.277,0.122,1.770,0.215,1.298,2.481,0.121
15-01-2014,GASOLINA_COMUM,38021,R$/l,2.956,0.156,2.528,4.099,0.405,0.053,2.551,0.109,2.200,3.062,0.043
15-01-2014,GLP,36128,R$/13kg,42.484,4.378,27.000,65.000,11.945,0.103,30.539,5.321,14.663,53.000,0.174
15-01-2014,GNV,2345,R$/m3,1.825,0.204,1.339,2.899,0.424,0.112,1.401,0.182,1.031,1.995,0.130
15-02-2014,DIESEL,24397,R$/l,2.491,0.126,2.149,3.310,0.294,0.051,2.197,0.089,1.904,2.962,0.041
15-02-2014,DIESEL_S10,13688,R$/l,2.596,0.127,2.250,3.390,0.280,0.049,2.316,0.087,1.934,3.071,0.038
15-02-2014,ETANOL_HIDRATADO,31777,R$/l,2.074,0.242,1.599,3.150,0.270,0.117,1.804,0.215,1.450,2.553,0.119
15-02-2014,GASOLINA_COMUM,34536,R$/l,2.955,0.158,2.499,4.159,0.395,0.053,2.560,0.113,2.224,3.306,0.044
15-02-2014,GLP,31905,R$/13kg,42.613,4.420,28.000,65.000,12.031,0.104,30.582,5.227,14.324,53.000,0.171
15-02-2014,GNV,2108,R$/m3,1.830,0.203,1.399,2.899,0.422,0.111,1.408,0.178,1.031,2.042,0.126
15-03-2014,DIESEL,25621,R$/l,2.497,0.126,2.145,3.310,0.298,0.050,2.199,0.091,1.950,2.881,0.041
15-03-2014,DIESEL_S10,15498,R$/l,2.601,0.125,2.253,3.390,0.291,0.048,2.310,0.085,2.116,2.929,0.037
15-03-2014,ETANOL_HIDRATADO,33549,R$/l,2.168,0.222,1.769,3.150,0.270,0.102,1.898,0.202,1.512,2.678,0.106
15-03-2014,GASOLINA_COMUM,36567,R$/l,2.980,0.150,2.499,4.159,0.395,0.050,2.585,0.108,2.212,3.105,0.042
15-03-2014,GLP,33383,R$/13kg,42.631,4.440,28.000,70.000,12.152,0.104,30.479,5.149,14.663,53.000,0.169
15-03-2014,GNV,2238,R$/m3,1.841,0.209,1.399,2.899,0.407,0.114,1.434,0.195,1.039,2.315,0.136
15-04-2014,DIESEL,28234,R$/l,2.502,0.129,2.120,3.310,0.303,0.052,2.199,0.094,1.806,2.881,0.043
15-04-2014,DIESEL_S10,18171,R$/l,2.608,0.126,2.299,3.390,0.296,0.048,2.312,0.088,2.068,2.929,0.038
15-04-2014,ETANOL_HIDRATADO,37283,R$/l,2.177,0.240,1.499,3.170,0.294,0.110,1.883,0.230,1.356,2.741,0.122
15-04-2014,GASOLINA_COMUM,40925,R$/l,2.988,0.152,2.490,4.159,0.394,0.051,2.594,0.106,2.213,3.200,0.041
15-04-2014,GLP,38192,R$/13kg,42.672,4.464,29.000,65.000,12.221,0.105,30.451,5.466,14.200,53.000,0.180
15-04-2014,GNV,2550,R$/m3,1.859,0.213,1.399,2.899,0.427,0.115,1.432,0.189,1.039,1.995,0.132
15-05-2014,DIESEL,23865,R$/l,2.500,0.129,2.150,3.310,0.301,0.052,2.199,0.095,1.896,2.881,0.043
15-05-2014,DIESEL_S10,15424,R$/l,2.609,0.128,2.279,3.390,0.297,0.049,2.312,0.092,2.023,2.957,0.040
15-05-2014,ETANOL_HIDRATADO,31337,R$/l,2.134,0.267,1.510,3.170,0.333,0.125,1.801,0.273,1.300,2.741,0.152
15-05-2014,GASOLINA_COMUM,34438,R$/l,2.978,0.157,2.100,4.159,0.389,0.053,2.589,0.109,2.270,3.163,0.042
15-05-2014,GLP,31804,R$/13kg,42.664,4.612,29.900,65.000,12.319,0.108,30.345,5.673,16.240,55.000,0.187
15-05-2014,GNV,2092,R$/m3,1.871,0.213,1.399,2.699,0.451,0.114,1.420,0.179,1.090,2.042,0.126
15-06-2014,DIESEL,25010,R$/l,2.500,0.128,2.149,3.310,0.304,0.051,2.196,0.094,1.880,2.881,0.043
15-06-2014,DIESEL_S10,16913,R$/l,2.609,0.127,2.299,3.400,0.295,0.049,2.314,0.090,1.950,2.975,0.039
