MES,PRODUTO,NUMERO_DE_POSTOS_PESQUISADOS,UNIDADE_DE_MEDIDA,PRECO_MEDIO_REVENDA,DESVIO_PADRAO_REVENDA,PRECO_MINIMO_REVENDA,PRECO_MAXIMO_REVENDA,MARGEM_MEDIA_REVENDA,COEF_DE_VARIACAO_REVENDA,PRECO_MEDIO_DISTRIBUICAO,DESVIO_PADRAO_DISTRIBUICAO,PRECO_MINIMO_DISTRIBUICAO,PRECO_MAXIMO_DISTRIBUICAO,COEF_DE_VARIACAO_DISTRIBUICAO,PRECO_MEDIO_REVENDA_DEFLACIONADO
387,2016-11-30,ETANOL_HIDRATADO,23703,R$/l,2.812,0.332,2.259,4.479,0.322,0.118,2.49,0.283,1.766,3.823,0.114,2.98072
388,2016-12-31,ETANOL_HIDRATADO,20865,R$/l,2.831,0.344,2.299,4.479,0.345,0.122,2.486,0.292,1.984,3.791,0.117,3.00235
389,2017-01-31,ETANOL_HIDRATADO,23751,R$/l,2.91,0.346,2.259,4.489,0.347,0.119,2.563,0.29,1.983,3.915,0.113,3.05856315789474
390,2017-02-28,ETANOL_HIDRATADO,18374,R$/l,2.884,0.37,2.239,4.489,0.366,0.128,2.518,0.309,2,3.928,0.123,2.99885403508772
391,2017-03-31,ETANOL_HIDRATADO,24159,R$/l,2.745,0.418,1.999,4.429,0.386,0.152,2.359,0.361,1.785,4.14,0.153,2.85046578947368
392,2017-04-30,ETANOL_HIDRATADO,20290,R$/l,2.639,0.423,1.899,4.299,0.383,0.16,2.256,0.354,1.74,3.947,0.157,2.7399301754386
393,2017-05-31,ETANOL_HIDRATADO,24694,R$/l,2.584,0.427,1.87,4.238,0.375,0.165,2.209,0.351,1.687,3.836,0.159,2.73269333333333
394,2017-06-30,ETANOL_HIDRATADO,20905,R$/l,2.485,0.454,1.79,4.157,0.369,0.183,2.116,0.361,1.65,3.582,0.171,2.66854122807018
395,2017-07-31,ETANOL_HIDRATADO,20953,R$/l,2.46,0.452,1.699,4.157,0.388,0.184,2.072,0.366,1.582,3.712,0.177,2.67061052631579
396,2017-08-31,ETANOL_HIDRATADO,13220,R$/l,2.611,0.406,1.889,4.444,0.383,0.155,2.228,0.332,1.63,3.747,0.149,2.86751929824561
397,2017-09-30,ETANOL_HIDRATADO,11187,R$/l,2.633,0.4,1.939,4.25,0.365,0.152,2.268,0.325,1.63,3.763,0.143,2.88706140350877
398,2017-10-31,ETANOL_HIDRATADO,13725,R$/l,2.668,0.384,1.999,4.299,0.356,0.144,2.312,0.308,1.683,3.818,0.133,2.90343929824561
399,2017-11-30,ETANOL_HIDRATADO,11431,R$/l,2.79,0.362,1.99,4.399,0.372,0.13,2.418,0.281,1.687,4.457,0.116,3.02641578947368
400,2017-12-31,ETANOL_HIDRATADO,11153,R$/l,2.879,0.344,1.99,4.399,0.361,0.119,2.518,0.275,1.69,4.457,0.109,3.09669280701754
401,2018-01-31,ETANOL_HIDRATADO,24362,R$/l,2.984,0.347,2.197,4.739,0.346,0.116,2.638,0.28,1.69,3.908,0.106,3.16304
402,2018-02-28,ETANOL_HIDRATADO,20370,R$/l,3.023,0.361,2.199,4.739,0.332,0.119,2.691,0.303,2.04,4.007,0.113,3.16407333333333
403,2018-03-31,ETANOL_HIDRATADO,21290,R$/l,3.032,0.373,2.17,4.739,0.318,0.123,2.714,0.313,1.69,4.007,0.115,3.1697698245614
404,2018-04-30,ETANOL_HIDRATADO,22233,R$/l,2.972,0.41,2.099,4.79,0.392,0.138,2.58,0.39,1.935,4.283,0.151,3.07367368421053
405,2001-07-31,OLEO_DIESEL,14011,R$/l,0.829,0.042,0.659,1,0.103,0.051,0.726,0.05,0.512,0.93,0.068,2.59346105263158
406,2001-08-31,OLEO_DIESEL,24726,R$/l,0.85,0.046,0.699,1.28,0.1,0.054,0.75,0.044,0.519,0.979,0.059,2.63708771929825
407,2001-09-30,OLEO_DIESEL,29217,R$/l,0.86,0.047,0.729,1.28,0.105,0.054,0.755,0.044,0.592,0.96,0.058,2.64729122807018
408,2001-10-31,OLEO_DIESEL,37296,R$/l,0.898,0.053,0.69,1.39,0.123,0.059,0.776,0.049,0.543,0.982,0.063,2.75938070175439
409,2001-11-30,OLEO_DIESEL,30633,R$/l,0.908,0.049,0.739,1.32,0.12,0.054,0.787,0.048,0.593,1.02,0.061,2.77131157894737
410,2001-12-31,OLEO_DIESEL,34126,R$/l,0.908,0.049,0.77,1.32,0.121,0.054,0.787,0.048,0.49,0.99,0.061,2.75378877192982
411,2002-01-31,OLEO_DIESEL,36644,R$/l,0.884,0.047,0.658,1.32,0.133,0.053,0.751,0.047,0.532,0.961,0.063,2.67758947368421
412,2002-02-28,OLEO_DIESEL,32373,R$/l,0.878,0.045,0.7,1.32,0.131,0.051,0.747,0.044,0.578,0.932,0.058,2.65387052631579
413,2002-03-31,OLEO_DIESEL,32492,R$/l,0.889,0.045,0.701,1.32,0.13,0.051,0.759,0.043,0.557,0.956,0.056,2.68618368421053
414,2002-04-30,OLEO_DIESEL,39991,R$/l,0.958,0.049,0.71,1.39,0.146,0.051,0.812,0.05,0.578,1.03,0.062,2.89316
415,2002-05-31,OLEO_DIESEL,41764,R$/l,0.976,0.049,0.799,1.39,0.138,0.05,0.838,0.048,0.629,1.043,0.057,2.93793122807018
416,2002-06-30,OLEO_DIESEL,32784,R$/l,0.988,0.047,0.81,1.39,0.135,0.048,0.853,0.045,0.503,1.049,0.052,2.95966666666667
417,2002-07-31,OLEO_DIESEL,48633,R$/l,1.064,0.057,0.82,1.39,0.155,0.053,0.909,0.055,0.62,1.12,0.061,3.15858666666667
418,2002-08-31,OLEO_DIESEL,39510,R$/l,1.068,0.052,0.718,1.4,0.141,0.049,0.927,0.045,0.62,1.134,0.049,3.13392421052632
419,2002-09-30,OLEO_DIESEL,33774,R$/l,1.066,0.052,0.899,1.39,0.139,0.049,0.927,0.044,0.604,1.134,0.048,3.08466736842105
420,2002-10-31,OLEO_DIESEL,35062,R$/l,1.068,0.052,0.88,1.39,0.139,0.049,0.928,0.044,0.665,1.134,0.048,3.04548631578947
421,2002-11-30,OLEO_DIESEL,30469,R$/l,1.264,0.068,0.9,1.69,0.211,0.054,1.053,0.097,0.651,1.379,0.092,3.51857684210526
422,2002-12-31,OLEO_DIESEL,37539,R$/l,1.392,0.09,0.999,1.94,0.206,0.064,1.186,0.076,0.819,1.495,0.064,3.74814315789474
423,2003-01-31,OLEO_DIESEL,30766,R$/l,1.527,0.077,1.2,1.94,0.203,0.05,1.324,0.085,0.875,1.633,0.064,4.01118789473684
424,2003-02-28,OLEO_DIESEL,30340,R$/l,1.539,0.077,1.32,1.94,0.184,0.05,1.355,0.065,0.885,1.596,0.048,3.9798
425,2003-03-31,OLEO_DIESEL,32998,R$/l,1.537,0.077,1.299,1.94,0.178,0.05,1.358,0.059,1.045,1.651,0.044,3.91314807017544
426,2003-04-30,OLEO_DIESEL,35327,R$/l,1.529,0.078,1.25,1.94,0.175,0.051,1.354,0.059,1.042,1.59,0.043,3.85173877192982
427,2003-05-31,OLEO_DIESEL,30443,R$/l,1.456,0.077,1.23,1.9,0.18,0.053,1.276,0.065,0.983,1.652,0.051,3.64434245614035
428,2003-06-30,OLEO_DIESEL,33842,R$/l,1.429,0.076,1.039,1.98,0.176,0.053,1.253,0.056,0.905,1.573,0.045,3.5832801754386
429,2003-07-31,OLEO_DIESEL,35091,R$/l,1.416,0.075,1.149,1.98,0.17,0.053,1.245,0.054,0.946,1.541,0.044,3.57552421052632
430,2003-08-31,OLEO_DIESEL,30058,R$/l,1.408,0.076,1.2,1.9,0.169,0.054,1.239,0.054,0.949,1.506,0.043,3.56569824561404
431,2003-09-30,OLEO_DIESEL,36411,R$/l,1.401,0.076,1.148,1.9,0.17,0.054,1.23,0.053,0.931,1.595,0.043,3.53863105263158
432,2003-10-31,OLEO_DIESEL,31463,R$/l,1.395,0.076,1.178,1.9,0.169,0.055,1.227,0.054,0.98,1.547,0.044,3.49459736842105
433,2003-11-30,OLEO_DIESEL,30109,R$/l,1.391,0.077,1.09,1.93,0.166,0.055,1.226,0.053,0.98,1.686,0.043,3.47530368421053
434,2003-12-31,OLEO_DIESEL,37474,R$/l,1.39,0.076,1.19,1.9,0.166,0.055,1.224,0.051,0.973,1.49,0.042,3.46085614035088
435,2004-01-31,OLEO_DIESEL,29928,R$/l,1.393,0.075,1.21,1.9,0.164,0.054,1.229,0.052,1,1.495,0.042,3.45341807017544
436,2004-02-29,OLEO_DIESEL,29915,R$/l,1.392,0.075,1.21,1.9,0.163,0.054,1.23,0.053,1.001,1.495,0.043,3.42944842105263
437,2004-03-31,OLEO_DIESEL,37335,R$/l,1.39,0.075,1.199,1.9,0.161,0.054,1.228,0.053,1.001,1.496,0.043,3.4076947368421
438,2004-04-30,OLEO_DIESEL,29930,R$/l,1.387,0.074,1.134,1.9,0.159,0.053,1.228,0.053,1.001,1.501,0.043,3.37284333333333
439,2004-05-31,OLEO_DIESEL,36726,R$/l,1.44,0.08,1.18,1.9,0.177,0.056,1.263,0.054,1.003,1.549,0.043,3.47115789473684
440,2004-06-30,OLEO_DIESEL,47940,R$/l,1.494,0.097,1.15,1.99,0.195,0.065,1.299,0.072,0.731,1.59,0.055,3.56699052631579
441,2004-07-31,OLEO_DIESEL,42470,R$/l,1.547,0.083,1.288,2.05,0.189,0.054,1.358,0.06,1.131,1.65,0.044,3.65607666666667
442,2004-08-31,OLEO_DIESEL,51366,R$/l,1.548,0.081,1.29,2.05,0.187,0.052,1.361,0.055,1.073,1.651,0.04,3.62286315789474
443,2004-09-30,OLEO_DIESEL,43842,R$/l,1.548,0.081,1.29,2.05,0.185,0.052,1.363,0.055,1.129,1.657,0.04,3.58973052631579
444,2004-10-31,OLEO_DIESEL,42214,R$/l,1.58,0.089,1.29,2.15,0.199,0.056,1.381,0.062,1.2,1.703,0.045,3.64481052631579
445,2004-11-30,OLEO_DIESEL,50184,R$/l,1.591,0.095,1.339,2.15,0.186,0.06,1.405,0.065,1.222,1.836,0.046,3.6593
446,2004-12-31,OLEO_DIESEL,44164,R$/l,1.692,0.088,1.429,2.15,0.199,0.052,1.493,0.07,1.222,1.876,0.047,3.86725894736842
447,2005-01-31,OLEO_DIESEL,49264,R$/l,1.69,0.086,1.46,2.37,0.189,0.051,1.501,0.059,1.22,1.857,0.039,3.84074736842105
448,2005-02-28,OLEO_DIESEL,39403,R$/l,1.687,0.087,1.399,2.37,0.187,0.052,1.5,0.06,1.187,1.827,0.04,3.82238684210526
449,2005-03-31,OLEO_DIESEL,47745,R$/l,1.684,0.087,1.129,2.37,0.187,0.052,1.497,0.06,1.222,1.886,0.04,3.80672631578947
450,2005-04-30,OLEO_DIESEL,41885,R$/l,1.683,0.085,1.46,2.35,0.183,0.051,1.5,0.058,1.222,1.886,0.039,3.77936842105263
451,2005-05-31,OLEO_DIESEL,49831,R$/l,1.697,0.086,1.46,2.35,0.179,0.051,1.518,0.059,1.187,1.925,0.039,3.78520315789474
452,2005-06-30,OLEO_DIESEL,44191,R$/l,1.695,0.087,1.45,2.35,0.175,0.051,1.52,0.059,1.222,1.925,0.039,3.78728421052632
453,2005-07-31,OLEO_DIESEL,41705,R$/l,1.694,0.087,1.46,2.35,0.174,0.051,1.52,0.059,1.22,1.941,0.039,3.79812631578947
454,2005-08-31,OLEO_DIESEL,26947,R$/l,1.694,0.086,1.3,2.35,0.174,0.051,1.52,0.06,1.357,1.99,0.039,3.80823087719298
455,2005-09-30,OLEO_DIESEL,26797,R$/l,1.83,0.12,1.44,2.5,0.22,0.066,1.61,0.104,1.01,2.19,0.065,4.13483684210526
456,2005-10-31,OLEO_DIESEL,36406,R$/l,1.885,0.087,1.34,2.79,0.195,0.046,1.69,0.067,1.072,2.18,0.04,4.2766350877193
457,2005-11-30,OLEO_DIESEL,47139,R$/l,1.888,0.091,1.599,2.63,0.192,0.048,1.696,0.064,1.269,2.181,0.038,4.26356771929825
458,2005-12-31,OLEO_DIESEL,42071,R$/l,1.888,0.093,1.65,2.6,0.193,0.049,1.695,0.063,1.353,2.181,0.037,4.25031859649123
459,2006-01-31,OLEO_DIESEL,48593,R$/l,1.889,0.093,1.63,2.65,0.194,0.049,1.695,0.063,1.328,2.162,0.037,4.25290122807018
460,2006-02-28,OLEO_DIESEL,35831,R$/l,1.889,0.095,1.61,2.65,0.192,0.05,1.697,0.063,1.496,2.2,0.037,4.22241210526316
461,2006-03-31,OLEO_DIESEL,47633,R$/l,1.889,0.097,1.64,2.698,0.193,0.051,1.696,0.064,1.425,2.168,0.038,4.22208070175439
462,2006-04-30,OLEO_DIESEL,39552,R$/l,1.889,0.097,1.64,2.59,0.193,0.051,1.696,0.066,1.34,2.161,0.039,4.22970298245614
463,2006-05-31,OLEO_DIESEL,47372,R$/l,1.886,0.098,1.589,2.68,0.191,0.052,1.695,0.066,1.165,2.163,0.039,4.23688245614035
464,2006-06-30,OLEO_DIESEL,41082,R$/l,1.883,0.097,1.66,2.58,0.19,0.052,1.693,0.065,1.51,2.166,0.038,4.21758964912281
465,2006-07-31,OLEO_DIESEL,41567,R$/l,1.883,0.099,1.659,2.58,0.19,0.053,1.693,0.065,1.425,2.16,0.038,4.19281333333333
466,2006-08-31,OLEO_DIESEL,46192,R$/l,1.882,0.097,1.679,2.58,0.188,0.052,1.694,0.065,1.425,2.169,0.038,4.18464350877193
467,2006-09-30,OLEO_DIESEL,35684,R$/l,1.88,0.098,1.63,2.58,0.182,0.052,1.698,0.066,1.425,2.169,0.039,4.16799298245614
468,2006-10-31,OLEO_DIESEL,34528,R$/l,1.879,0.099,1.66,2.58,0.182,0.053,1.697,0.066,1.427,2.169,0.039,4.15621614035088
469,2006-11-30,OLEO_DIESEL,33711,R$/l,1.879,0.097,1.649,2.58,0.183,0.052,1.696,0.065,1.425,2.169,0.038,4.14072263157895
470,2006-12-31,OLEO_DIESEL,30233,R$/l,1.878,0.098,1.66,2.58,0.182,0.052,1.696,0.067,1.425,2.169,0.04,4.11380842105263
471,2007-01-31,OLEO_DIESEL,40045,R$/l,1.878,0.098,1.65,2.7,0.181,0.052,1.697,0.066,1.425,2.17,0.039,4.10326526315789
472,2007-02-28,OLEO_DIESEL,33628,R$/l,1.877,0.097,1.65,2.58,0.18,0.052,1.697,0.066,1.415,2.215,0.039,4.08461543859649
473,2007-03-31,OLEO_DIESEL,33835,R$/l,1.878,0.098,1.63,2.58,0.182,0.052,1.696,0.066,1.222,2.172,0.039,4.07789578947368
474,2007-04-30,OLEO_DIESEL,34732,R$/l,1.879,0.097,1.62,2.58,0.184,0.052,1.695,0.066,1.415,2.172,0.039,4.06885912280702
475,2007-05-31,OLEO_DIESEL,40734,R$/l,1.877,0.095,1.649,2.58,0.182,0.051,1.695,0.064,1.415,2.157,0.038,4.06321105263158
476,2007-06-30,OLEO_DIESEL,30949,R$/l,1.875,0.095,1.649,2.58,0.18,0.051,1.695,0.064,1.425,2.158,0.038,4.05756578947368
477,2007-07-31,OLEO_DIESEL,35057,R$/l,1.873,0.093,1.659,2.58,0.178,0.05,1.695,0.063,1.425,2.158,0.037,4.04469421052632
478,2007-08-31,OLEO_DIESEL,28489,R$/l,1.875,0.094,1.64,2.58,0.18,0.05,1.695,0.062,1.425,2.221,0.037,4.03980263157895
479,2007-09-30,OLEO_DIESEL,21320,R$/l,1.873,0.095,1.656,2.58,0.178,0.051,1.695,0.06,1.425,2.158,0.035,4.00329105263158
480,2007-10-31,OLEO_DIESEL,27815,R$/l,1.872,0.093,1.629,2.5,0.176,0.05,1.696,0.058,1.425,2.039,0.034,3.95878736842105
481,2007-11-30,OLEO_DIESEL,22113,R$/l,1.876,0.096,1.67,2.58,0.176,0.051,1.7,0.061,1.425,2.16,0.036,3.93268842105263
482,2007-12-31,OLEO_DIESEL,24777,R$/l,1.88,0.099,1.658,2.58,0.176,0.053,1.704,0.063,1.425,2.165,0.037,3.91831578947368
483,2008-01-31,OLEO_DIESEL,33019,R$/l,1.891,0.093,1.667,2.58,0.174,0.049,1.717,0.06,1.425,2.181,0.035,3.88285333333333
484,2008-02-29,OLEO_DIESEL,29865,R$/l,1.894,0.094,1.69,2.58,0.173,0.05,1.721,0.062,1.58,2.184,0.036,3.8527947368421
485,2008-03-31,OLEO_DIESEL,29945,R$/l,1.895,0.095,1.677,2.58,0.174,0.05,1.721,0.062,1.58,2.206,0.036,3.83720877192982
486,2008-04-30,OLEO_DIESEL,37337,R$/l,1.896,0.095,1.69,2.58,0.174,0.05,1.722,0.063,1.559,2.208,0.037,3.81461894736842
487,2008-05-31,OLEO_DIESEL,29709,R$/l,2.059,0.101,1.74,2.75,0.221,0.049,1.838,0.09,1.593,2.373,0.049,4.11763877192982
488,2008-06-30,OLEO_DIESEL,29860,R$/l,2.068,0.095,1.729,2.75,0.196,0.046,1.872,0.066,1.59,2.294,0.035,4.0772252631579
489,2008-07-31,OLEO_DIESEL,37275,R$/l,2.107,0.094,1.849,2.75,0.199,0.045,1.908,0.067,1.64,2.331,0.035,4.08092631578947
490,2008-08-31,OLEO_DIESEL,29743,R$/l,2.12,0.092,1.85,2.758,0.194,0.043,1.926,0.063,1.71,2.352,0.033,4.04064561403509
491,2008-09-30,OLEO_DIESEL,29865,R$/l,2.122,0.092,1.85,2.79,0.196,0.043,1.926,0.064,1.603,2.332,0.033,4.05637052631579
492,2008-10-31,OLEO_DIESEL,37320,R$/l,2.123,0.093,1.839,2.79,0.196,0.044,1.927,0.064,1.715,2.37,0.033,4.0541850877193
493,2008-11-30,OLEO_DIESEL,29945,R$/l,2.125,0.093,1.869,2.79,0.197,0.044,1.928,0.064,1.715,2.333,0.033,4.02146929824561
494,2008-12-31,OLEO_DIESEL,37354,R$/l,2.126,0.095,1.789,2.79,0.2,0.045,1.926,0.064,1.761,2.5,0.033,4.00918842105263
495,2009-01-31,OLEO_DIESEL,29693,R$/l,2.125,0.095,1.89,2.79,0.197,0.045,1.928,0.065,1.77,2.5,0.034,4.01214912280702
496,2009-02-28,OLEO_DIESEL,29652,R$/l,2.126,0.095,1.899,2.98,0.2,0.045,1.926,0.066,1.78,2.403,0.034,4.03044842105263
497,2009-03-31,OLEO_DIESEL,34806,R$/l,2.125,0.095,1.899,2.79,0.202,0.045,1.923,0.067,1.77,2.361,0.035,4.01885964912281
498,2009-04-30,OLEO_DIESEL,32146,R$/l,2.123,0.094,1.849,2.79,0.203,0.044,1.92,0.067,1.77,2.364,0.035,4.04263894736842
499,2009-05-31,OLEO_DIESEL,29821,R$/l,2.122,0.095,1.9,2.79,0.204,0.045,1.918,0.069,1.75,2.373,0.036,4.04631894736842
500,2009-06-30,OLEO_DIESEL,34408,R$/l,2.078,0.115,1.78,2.79,0.229,0.055,1.849,0.106,1.6,2.373,0.057,3.9649698245614
501,2009-07-31,OLEO_DIESEL,32999,R$/l,2.016,0.107,1.769,2.75,0.243,0.053,1.773,0.081,1.6,2.34,0.046,3.85020631578947
502,2009-08-31,OLEO_DIESEL,15526,R$/l,2.009,0.108,1.499,2.75,0.239,0.054,1.77,0.079,0.956,2.318,0.045,3.85199315789474
503,2009-09-30,OLEO_DIESEL,14919,R$/l,1.998,0.111,1.199,2.75,0.234,0.056,1.764,0.084,0.876,2.263,0.048,3.84352105263158
504,2009-10-31,OLEO_DIESEL,22354,R$/l,2,0.112,1.49,2.89,0.238,0.056,1.762,0.08,1.09,2.265,0.045,3.83263157894737
505,2009-11-30,OLEO_DIESEL,26935,R$/l,2.002,0.112,1.229,2.89,0.24,0.056,1.762,0.079,1.05,2.298,0.045,3.83470807017544
506,2009-12-31,OLEO_DIESEL,30393,R$/l,1.999,0.108,1.03,2.75,0.238,0.054,1.761,0.075,1.175,2.268,0.043,3.82545473684211
507,2010-01-31,OLEO_DIESEL,26486,R$/l,2.005,0.105,1.699,2.75,0.234,0.052,1.771,0.072,1.231,2.19,0.041,3.84608245614035
508,2010-02-28,OLEO_DIESEL,27870,R$/l,2.008,0.108,1.5,2.75,0.234,0.054,1.774,0.071,1.331,2.234,0.04,3.82964350877193
509,2010-03-31,OLEO_DIESEL,36314,R$/l,2.007,0.109,1.449,2.75,0.233,0.054,1.774,0.07,1.208,2.218,0.039,3.78618789473684
510,2010-04-30,OLEO_DIESEL,29421,R$/l,2.005,0.109,1.69,2.82,0.232,0.054,1.773,0.07,1.355,2.179,0.039,3.74935
511,2010-05-31,OLEO_DIESEL,30691,R$/l,2.003,0.111,1.65,2.75,0.232,0.055,1.771,0.07,1.31,2.224,0.04,3.71855192982456
512,2010-06-30,OLEO_DIESEL,35460,R$/l,2.002,0.109,1.599,2.75,0.232,0.054,1.77,0.07,1.242,2.141,0.04,3.67489929824561
513,2010-07-31,OLEO_DIESEL,29483,R$/l,2.002,0.11,1.699,2.829,0.232,0.055,1.77,0.07,1.304,2.15,0.04,3.6450449122807
514,2010-08-31,OLEO_DIESEL,34884,R$/l,1.999,0.109,1.448,2.75,0.232,0.055,1.767,0.068,1.324,2.085,0.038,3.63432228070175
515,2010-09-30,OLEO_DIESEL,31537,R$/l,1.998,0.11,1.648,2.75,0.23,0.055,1.768,0.071,1.47,2.085,0.04,3.60551368421053
516,2010-10-31,OLEO_DIESEL,29592,R$/l,2,0.109,1.699,2.75,0.233,0.055,1.767,0.073,1.222,2.212,0.041,3.56877192982456
517,2010-11-30,OLEO_DIESEL,36262,R$/l,2,0.11,1.58,2.75,0.236,0.055,1.764,0.075,1.185,2.213,0.043,3.53333333333333
518,2010-12-31,OLEO_DIESEL,30196,R$/l,2,0.111,1.699,2.75,0.237,0.056,1.763,0.076,1.201,2.237,0.043,3.48245614035088
519,2011-01-31,OLEO_DIESEL,33045,R$/l,2.009,0.112,1.69,2.72,0.231,0.056,1.778,0.078,1.576,2.212,0.044,3.47380771929825
520,2011-02-28,OLEO_DIESEL,26021,R$/l,2.016,0.108,1.449,2.88,0.229,0.054,1.787,0.073,1.517,2.3,0.041,3.45797052631579
521,2011-03-31,OLEO_DIESEL,37149,R$/l,2.025,0.111,1.699,2.82,0.235,0.055,1.79,0.077,1.195,2.3,0.043,3.43788157894737
522,2011-04-30,OLEO_DIESEL,29725,R$/l,2.032,0.114,1.02,2.826,0.241,0.056,1.791,0.08,1.23,2.33,0.045,3.42766315789474
523,2011-05-31,OLEO_DIESEL,35021,R$/l,2.03,0.112,1.699,2.98,0.241,0.055,1.789,0.078,1.42,2.33,0.044,3.40826315789474
524,2011-06-30,OLEO_DIESEL,31996,R$/l,2.026,0.114,1.73,2.89,0.24,0.056,1.786,0.08,1.173,2.33,0.045,3.38626350877193
525,2011-07-31,OLEO_DIESEL,29864,R$/l,2.028,0.112,1.699,2.79,0.238,0.055,1.79,0.079,1.438,2.28,0.044,3.39601052631579
526,2011-08-31,OLEO_DIESEL,36762,R$/l,2.027,0.112,1.729,2.8,0.236,0.055,1.791,0.078,1.54,2.359,0.044,3.39860333333333
527,2011-09-30,OLEO_DIESEL,30239,R$/l,2.027,0.113,1.749,2.8,0.237,0.056,1.79,0.08,1.54,2.379,0.045,3.38295631578947
528,2011-10-31,OLEO_DIESEL,33252,R$/l,2.029,0.114,1.699,2.799,0.231,0.056,1.798,0.083,1.607,2.389,0.046,3.36315649122807
529,2011-11-30,OLEO_DIESEL,33404,R$/l,2.03,0.113,1.749,2.81,0.229,0.056,1.801,0.081,1.564,2.389,0.045,3.34593859649123
530,2011-12-31,OLEO_DIESEL,29780,R$/l,2.032,0.113,1.749,2.799,0.227,0.056,1.805,0.083,1.481,2.351,0.046,3.33141052631579
531,2012-01-31,OLEO_DIESEL,35300,R$/l,2.038,0.112,1.7,2.8,0.224,0.055,1.814,0.082,1.519,2.257,0.045,3.34553789473684
